Recipe,Image Link
Easy Butter Chicken,https://img.buzzfeed.com/video-api-prod/assets/6e6a56c27c68410991ce7d4e4acc7dee/BFV8692_Easy_Butter_Chicken_Thumb.jpg?resize=300:*&output-format=auto&output-quality=auto
Creamy Lemon Chicken,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/198fa339577d4857adcb59ab94516ac8/fb.jpg?resize=300:*&output-format=auto&output-quality=auto
Easy Glazed Pork Chops,https://img.buzzfeed.com/video-api-prod/assets/0ddb27186a9249a583b790ebaf9e137a/Thumb_A_-_FB.jpg?resize=300:*&output-format=auto&output-quality=auto
One-Pot Chicken And Mushroom Pasta,https://img.buzzfeed.com/video-api-prod/assets/b10b232738974df18f43119feb35c45d/thumb1.jpg?resize=300:*&output-format=auto&output-quality=auto
Homemade Chicken Tikka Masala,https://img.buzzfeed.com/video-api-prod/assets/d03461e6d185483da8317cf9ee03433e/BFV18861_ChickenTikkaMasala-ThumbA1080.jpg?resize=300:*&output-format=auto&output-quality=auto
Classic Chicken Noodle Soup,https://img.buzzfeed.com/video-api-prod/assets/f4a9b7128a684ee685fcbd2774c1cac9/BFV8580_Classic_Chicken_Noodle_Soup-THUMBNAIL.jpg?resize=300:*&output-format=auto&output-quality=auto
Spaghetti With Garlic And Oil Pasta,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/8fc00a45259a49d49d9100a34f2087eb/BFV44742_PantryPasta_FB_Final.jpg?resize=300:*&output-format=auto&output-quality=auto
Honey Garlic Shrimp Stir-Fry,https://img.buzzfeed.com/video-api-prod/assets/cb91d8637d9340f79c63160f0f9cd196/Thumb_A.jpg?resize=300:*&output-format=auto&output-quality=auto
Weekday Meal-prep Chicken Teriyaki Stir-fry,https://img.buzzfeed.com/video-api-prod/assets/3c1cf37334724e45ba15701c598f55ed/BFV12731_WeekdayMeal-PrepChickenAndVeggieTeriyakiStir-FryBowl-ThumbTextless1080.jpg?resize=300:*&output-format=auto&output-quality=auto
Easy Beef And Broccoli,https://img.buzzfeed.com/video-api-prod/assets/f48d0ecb8b494e1189d5117492cb7420/thumb.jpg?resize=300:*&output-format=auto&output-quality=auto
Hasselback Chicken,https://img.buzzfeed.com/video-api-prod/assets/7cacf17aa8df42bd93f699c9a08e11ef/BFV6146_Hasselback_Chicken_Thumb_A.jpg?resize=300:*&output-format=auto&output-quality=auto
Veggie Garlic Noodles,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/24124f6a6e3748389d2551b4364214e9/BFV12924_EasyNoodles4Ways-FB1080SQ.jpg?resize=300:*&output-format=auto&output-quality=auto
Chicken Gyros,https://img.buzzfeed.com/video-api-prod/assets/a360484107084401add1475402287908/1504739525_00001.jpg?resize=300:*&output-format=auto&output-quality=auto
Cacio e Pepe (Spaghetti with Cheese and Pepper),https://img.buzzfeed.com/thumbnailer-prod-us-east-1/57ae237823b4405f8910299960514033/BFV44742_PantryPasta_FB_Final.jpg?resize=300:*&output-format=auto&output-quality=auto
Shrimp Spinach Bacon Alfredo,https://img.buzzfeed.com/video-api-prod/assets/0c8aaf965a874316871eb25386abb601/BFV13063_ShrimpSpinachBaconAlfredo-ThumbTextless1080.jpg?resize=300:*&output-format=auto&output-quality=auto
Veggie Fried Rice,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/97aa9be31408452591baef80ebc6b52c/BFV24904_FriedRice4Ways_FB1080SQ.jpg?resize=300:*&output-format=auto&output-quality=auto
Chicken Spinach Alfredo Rotini Pasta,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/b15fd97f839340d494cb76a6bdc5b5b0/BFV12435_EnglishRotiniPasta4Ways-FB1080SQ.jpg?resize=300:*&output-format=auto&output-quality=auto
Creamy Chicken Piccata,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/950d586508a8462ba3842ba3acbfe3f4/FB_FINAL.jpg?resize=300:*&output-format=auto&output-quality=auto
One-Pot Chicken Spinach Bacon Alfredo,https://img.buzzfeed.com/video-api-prod/assets/90b7af881f274a4c96e1117feddae29a/BFV12522_OnePotChickenSpinachBaconAlfredo-ThumbTextless1080.jpg?resize=300:*&output-format=auto&output-quality=auto
One-Pot Taco Spaghetti,https://img.buzzfeed.com/video-api-prod/assets/31346a7d24254302ab0f7a8c984e1812/Square_Thumb_Option_1.jpg?resize=300:*&output-format=auto&output-quality=auto
"Crispy, Creamy Chicken Cordon Bleu",https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/97867.jpg?resize=300:*&output-format=auto&output-quality=auto
Asparagus Stuffed Chicken Breast,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/c52276e929bb44a0bb1dccc550aff16a/FB_Syphus_AsparagusStuffedChicken_v1.jpg?resize=300:*&output-format=auto&output-quality=auto
20-Minute Beef And Broccoli Noodle Stir-Fry,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/174425.jpg?resize=300:*&output-format=auto&output-quality=auto
Korean-style BBQ Beef,https://img.buzzfeed.com/video-api-prod/assets/ba0d3caff77a4caf836190098309853c/BFV17769_KoreanStyleBBQBeef-ThumbA1080.jpg?resize=300:*&output-format=auto&output-quality=auto
Creamy Lemon Butter Chicken,https://img.buzzfeed.com/video-api-prod/assets/4e6917335fc44b89a4f47fe591f94f5d/Thumb_B.jpg?resize=300:*&output-format=auto&output-quality=auto
How To Make The Best Homemade Pizza,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/168964.jpg?resize=300:*&output-format=auto&output-quality=auto
Avocado Carbonara,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/2207.jpg?resize=300:*&output-format=auto&output-quality=auto
Lemon Chicken And Asparagus Stir-Fry (Under 500 Calories),https://img.buzzfeed.com/video-api-prod/assets/2ae24afe483c4568b76f487777fc1739/BFV12624_LemonChickenandAsparagusStirFry-ThumbTextless1080.jpg?resize=300:*&output-format=auto&output-quality=auto
Puff Pastry Salmon (Salmon Wellington),https://img.buzzfeed.com/thumbnailer-prod-us-east-1/73ff60ee21f84e32be3ad1a11ce6de6d/BFV8860_Puff_Pastry_Salmon_Salmon_Wellington-FB1080.jpg?resize=300:*&output-format=auto&output-quality=auto
Healthier Chicken Alfredo Pasta,https://img.buzzfeed.com/video-api-prod/assets/24e4673512af457c8366bd1479c8bd7a/Thumb_a.jpg?resize=300:*&output-format=auto&output-quality=auto
Garlic Brown Sugar Chicken,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/b89ca73d7e5743968f86c54d4fff2660/FB_05.jpg?resize=300:*&output-format=auto&output-quality=auto
One-Pan Garlic Chicken Pesto Pasta,no image
One-Pot Chicken Alfredo,https://img.buzzfeed.com/video-api-prod/assets/a2d506021b4a4256984416bd65e41274/BFV4926_One-PotChickenAlfredo-Thumb1080.jpg?resize=300:*&output-format=auto&output-quality=auto
Chicken Fajita Quesadilla,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/f1182555e42147cd8327f93661ef6cc6/BFV12163_Quesadillas4Ways-FB1080SQ.jpg?resize=300:*&output-format=auto&output-quality=auto
Garlic Butter Steak,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/3e9cd04fc2c34f9cb22ef893c49cff92/BFV15870_SteakDinnerForTwo2.jpg?resize=300:*&output-format=auto&output-quality=auto
Stuffed Chicken Parmesan,https://img.buzzfeed.com/video-api-prod/assets/cbd8e8ef6d8b4dcba1253a4fbc93ab7e/BFV11405_StuffedChickenParmesan-Beauty.jpg?resize=300:*&output-format=auto&output-quality=auto
Easy-Peasy Potato Curry,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/154693.jpg?resize=300:*&output-format=auto&output-quality=auto
One-Pot Basil Pasta,https://img.buzzfeed.com/video-api-prod/assets/891cdcace9904113b06757bc8678255f/BFV5752_One-PotTomatoAndBasilPasta_Thumbnail_B.jpg?resize=300:*&output-format=auto&output-quality=auto
Easy Orange Chicken,https://img.buzzfeed.com/video-api-prod/assets/0b181635531d434593d4a2e09bcf21c0/fbthumb.jpg?resize=300:*&output-format=auto&output-quality=auto
One-Pot Enchilada Rice,https://img.buzzfeed.com/video-api-prod/assets/0f555d126d9d45549414e1fbf6dbdc49/Thumb_B.jpg?resize=300:*&output-format=auto&output-quality=auto
Slow Cooker Honey Teriyaki Chicken,https://img.buzzfeed.com/video-api-prod/assets/0256f7e6855040a1a0c71cdaba6bc3f0/Video_Thumb.jpg?resize=300:*&output-format=auto&output-quality=auto
Avocado Lime Salmon,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/5c75412464cd4fd18bfcfa870417b8d8/BFV11658_One-PanSalmon4Ways-FB1080SQ.jpg?resize=300:*&output-format=auto&output-quality=auto
One-Pot Bacon And Wild Mushroom Risotto,https://img.buzzfeed.com/video-api-prod/assets/e503144861424360808336aeb999125e/BF_THUMB_Square.jpg?resize=300:*&output-format=auto&output-quality=auto
Slow Cooker Coconut Curry,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/167977.jpg?resize=300:*&output-format=auto&output-quality=auto
Avocado Quinoa Power Salad,no image
Creamy Lemon Garlic Chicken,no image
Chicken Parm Lasagna,no image
Garlic Broccoli Shrimp Stir Fry,no image
Garlic Herb-stuffed Pork Chops,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/ad4b46292502458bb556047108be4c2d/BFV8521_Garlic_Herb-Stuffed_Pork_Chops-FB1080.jpg?resize=300:*&output-format=auto&output-quality=auto
Slow Cooker Chicken & Biscuits,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/e5dffd14c1ad460f80929994fb86984a/BFV12369_4-Easy-Slow-Cooker-Dinners-FB1080SQ.jpg?resize=300:*&output-format=auto&output-quality=auto
Easy Chickpea Curry (Channa Masala),https://img.buzzfeed.com/video-api-prod/assets/2dede3279ee543dbada7e0ddf5d42ccd/FB_2.jpg?resize=300:*&output-format=auto&output-quality=auto
Cajun Shrimp Bake,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/df2d31587c7a4b66a93a6287ec0fcbe5/cajun_shrimp_bake-FB_v3.jpg?resize=300:*&output-format=auto&output-quality=auto
Easy Homemade Potato Gnocchi,https://img.buzzfeed.com/video-api-prod/assets/926dbe7dcb454e079331930ced3b4e5c/FB_Thumb.jpg?resize=300:*&output-format=auto&output-quality=auto
Simple Chilli Chicken,https://img.buzzfeed.com/video-api-prod/assets/01ac3baeaf1f41598136401ee26084d0/BFV14311_Simple_Chilli_Chicken_TextlessThumbnail.jpg?resize=300:*&output-format=auto&output-quality=auto
Classic Lasagna,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/249668.jpg?resize=300:*&output-format=auto&output-quality=auto
Chicken and Broccoli Alfredo,https://img.buzzfeed.com/video-api-prod/assets/8153374d2a484d6f95196d4d378a6aad/chicken_and_broccoli_alfredo_FB_thumb.jpg?resize=300:*&output-format=auto&output-quality=auto
One-pot Cajun Fettuccine Alfredo Pasta,https://img.buzzfeed.com/video-api-prod/assets/1d48779ad14f4626b7a8ef3e7586967f/BF_THUMB_Square.jpg?resize=300:*&output-format=auto&output-quality=auto
Chicken Bacon Broccoli Alfredo,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/d282fdea8d9348078ea17cae935c88aa/BFV9208_Spaghetti4Ways.jpg?resize=300:*&output-format=auto&output-quality=auto
One Pan Chicken And Veggies,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/f5def83e99dc43379272c3e8ae488e50/BFV5624_OnePanChickenAndVeggies_FBexport1080sq.jpg?resize=300:*&output-format=auto&output-quality=auto
Creamy Chicken Bacon Pesto Pasta,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/35293d5b6dca4126bf34507a16a2e55e/BFV15760_Creamy_Chicken_Bacon_Pesto_Pasta_FB_V2.jpg?resize=300:*&output-format=auto&output-quality=auto
The Best Ever Slow Cooker Pot Roast,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/130f2ec857b64437b49aeb086ef5d599/BFV12369_4-Easy-Slow-Cooker-Dinners-FB1080SQ.jpg?resize=300:*&output-format=auto&output-quality=auto
One-pot Chicken Chow Mein,https://img.buzzfeed.com/video-api-prod/assets/2ba582a63752469e87c67b67448a0966/BFV17850_OnePotChickenChowMein_Thumb.jpg?resize=300:*&output-format=auto&output-quality=auto
How To Cook A Perfect Risotto,no image
Chicken Cacciatore,no image
Garlic Lemon Shrimp,no image
Slow Cooker Ribs,https://img.buzzfeed.com/video-api-prod/assets/81733b053eaf4e6c851a676b20798932/BFV6085_Slow-Cooker-Ribs_Thumb.jpg?resize=300:*&output-format=auto&output-quality=auto
Chicken & Biscuits Bake,https://img.buzzfeed.com/video-api-prod/assets/d063c31ad85a4ab586287ffbb9b5c1fd/fbthumb1.jpg?resize=300:*&output-format=auto&output-quality=auto
One-Pot Shrimp And Spinach Fettuccine Alfredo Pasta,https://img.buzzfeed.com/video-api-prod/assets/7e04ff3337eb4aa3883f3ca54798544d/BFV18034_One-PanShrimAndSpinachAlfredoThumb.jpg?resize=300:*&output-format=auto&output-quality=auto
Black Bean Burgers,https://img.buzzfeed.com/video-api-prod/assets/53125c5621bf480d8ae4f02b1cf4ea78/BFV8045_BlackBeanBurgers-Thumb1080B.jpg?resize=300:*&output-format=auto&output-quality=auto
One-pot Chickpea Curry (Under 300 Calories),https://img.buzzfeed.com/video-api-prod/assets/1788047e060b4ec5bad275ad7b9eda34/BFV10096_One-Pot_Chickpea_Curry_Under_300_Calories_THUMB_A.jpg?resize=300:*&output-format=auto&output-quality=auto
One-skillet Chicken Pot Pie,https://img.buzzfeed.com/video-api-prod/assets/fafe605852804fc7b57862ad36f2fd0d/Thumb_b.jpg?resize=300:*&output-format=auto&output-quality=auto
Spinach Artichoke Penne Pasta,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/ef2cc36d522b49b7bdfbc2d3036bfb34/BFV10008_Penne4Ways.jpg?resize=300:*&output-format=auto&output-quality=auto
The Best Crispy Chicken Parmesan,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/60ab4f4486644ae7a1d908298fc5881a/fb.jpg?resize=300:*&output-format=auto&output-quality=auto
Easy Chicken Piccata,https://img.buzzfeed.com/video-api-prod/assets/df534e3f85894560a9540faa18b6e619/BFV6269_EasyChickenPiccata-Thumb1080.jpg?resize=300:*&output-format=auto&output-quality=auto
Cheesy Chicken Broccoli Bake,https://img.buzzfeed.com/video-api-prod/assets/fda0057dfb2d4a6a8063128d14db4f53/BFV11613_CheesyChickenandRiceCasserole-ThumbTextless1080.jpg?resize=300:*&output-format=auto&output-quality=auto
Chili Lime Baked Tilapia With Avocado Crema,https://img.buzzfeed.com/video-api-prod/assets/bcc3792b20a64e40aabdb0e4298ab555/Thumb_SQ_1.jpg?resize=300:*&output-format=auto&output-quality=auto
American Buttermilk Fried Chicken,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/3fa26a26e9bf46adb74ccf23890e9a54/BFV14278_FriedChickenFromAroundTheWorld3.jpg?resize=300:*&output-format=auto&output-quality=auto
20-Minute One-Pan Pizza,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/180890.jpg?resize=300:*&output-format=auto&output-quality=auto
One-pot Spinach Chicken Pasta,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/29618.jpg?resize=300:*&output-format=auto&output-quality=auto
Garlic Parmesan Chicken Tenders,no image
Sticky Pineapple Chicken,no image
Simple Veggie Curry,https://img.buzzfeed.com/video-api-prod/assets/7ab114a20dec46c2a25a23f75c845b85/FB_1_.jpg?resize=300:*&output-format=auto&output-quality=auto
Homemade Butter Chicken,https://img.buzzfeed.com/video-api-prod/assets/9e072404f3f64d3199fdc3fe9c062bb4/fb.jpg?resize=300:*&output-format=auto&output-quality=auto
Slow Cooker Butter Chicken,https://img.buzzfeed.com/video-api-prod/assets/e61803b8efd84ca680a7769a52650830/BFV15753_Slow_Cooker_Butter_Chicken_Textless_Thumbnail.jpg?resize=300:*&output-format=auto&output-quality=auto
Penne With Tomato Sauce Pasta,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/75c25eb5538b4b3c91fdf71e747c1e84/BFV44742_PantryPasta_FB_Final.jpg?resize=300:*&output-format=auto&output-quality=auto
One-Pan Beef And Broccoli Stir-fry,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/c006f7c7d8b741da9fdf823c93507852/BFV16130_Stir-Fry_4_Ways_FB.jpg?resize=300:*&output-format=auto&output-quality=auto
One-Pot Sausage And Peppers Pasta,https://img.buzzfeed.com/video-api-prod/assets/a147d243e992459eb629aa23629ffe75/thumb_FB.jpg?resize=300:*&output-format=auto&output-quality=auto
Parmesan Crusted Salmon,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/8402581e242a437894bf0c73ae2fe03a/BFV11658_One-PanSalmon4Ways-FB1080SQ.jpg?resize=300:*&output-format=auto&output-quality=auto
Pineapple Sweet & Sour Chicken,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/0fec4b20b313409284d590ce71c5e6ce/BFV42212_PineappleSweetAndSourChicken_FB_Final.jpg?resize=300:*&output-format=auto&output-quality=auto
Chili Cheese Dog Boats,https://img.buzzfeed.com/video-api-prod/assets/5423b4c783114100b56580b6723f4a4e/BFV21737_ChiliCheeseDogBoats-ThumbA1080.jpg?resize=300:*&output-format=auto&output-quality=auto
Penne Alla Vodka Pasta,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/b225fb9eeca24294971fa3b9e48e9be0/BFV10008_Penne4Ways.jpg?resize=300:*&output-format=auto&output-quality=auto
Beef And Broccoli Stir-Fry,https://img.buzzfeed.com/video-api-prod/assets/73cf243e24c44ca0a4a42a54d04caaf4/BFV17622_BeefAndbroccoliStir-FryThumbD.jpg?resize=300:*&output-format=auto&output-quality=auto
Chicken Lo Mein,no image
One-Pan Chicken And Broccoli Stir Fry,no image
Easy Slow Cooker Mozzarella-Stuffed Meatballs And Sauce,no image
Tomato Basil Sausage Spaghetti,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/eb3d417e793642dcb54d2f2e8155b7da/BFV9208_Spaghetti4Ways.jpg?resize=300:*&output-format=auto&output-quality=auto
Prime Rib With Garlic Herb Butter,https://img.buzzfeed.com/video-api-prod/assets/3cfe5cbbb6f248f89a39cc578138f2ee/BFV15675_PrimeRibWithGarlicHerbButter-ThumbA1080.jpg?resize=300:*&output-format=auto&output-quality=auto
Slow Cooker Shredded Chicken Tacos,https://img.buzzfeed.com/video-api-prod/assets/16dbf6066a4e457dae7b39d11d6d4c96/BFV8373_SlowCookerShreddedChickenTacos-Thumb1080.jpg?resize=300:*&output-format=auto&output-quality=auto
Baked Shrimp Scampi Linguine Pasta,https://img.buzzfeed.com/video-api-prod/assets/657f75e10bb345d090788262ee316c5b/Shrimp_Scampi_FB_thumbnail.jpg?resize=300:*&output-format=auto&output-quality=auto
One Pan Garlic Parmesan Chicken And Vegetable Bake,https://img.buzzfeed.com/video-api-prod/assets/fea765f6ae3f442b90cc69bb9fa8d8ed/BFV12753_One-PanGarlicParmesanChickenAndVegetables-ThumbTextless1080.jpg?resize=300:*&output-format=auto&output-quality=auto
Spinach Mushroom Pesto Spaghetti,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/dd46231d90c14f5fb6813cf56053f225/BFV9208_Spaghetti4Ways.jpg?resize=300:*&output-format=auto&output-quality=auto
Homemade Chicken Shawarma With Ben Stiller And Ahmed Badr,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/449dd02247f849a18f207082deff57c1/ShawarmaFBupload.jpg?resize=300:*&output-format=auto&output-quality=auto
Southwest Chicken Alfredo Pasta Bake,https://img.buzzfeed.com/video-api-prod/assets/a398c79317604f15b2dec2fd2b968f46/BFV15491_SouthwestChickenAlfredoBake_ThumbA.jpg?resize=300:*&output-format=auto&output-quality=auto
Zesty Lime Chicken Black Bean And Rice,https://img.buzzfeed.com/video-api-prod/assets/fde215a367024e4d9dfc6c7efd6226d8/BFV19088_Zesty_Chicken_Black_Bean_and_Rice_FB_THUMB.jpg?resize=300:*&output-format=auto&output-quality=auto
Hasselback Pizza Chicken,https://img.buzzfeed.com/video-api-prod/assets/860b575b88bb4d48b25446650c7bb1de/BFV10987_Hasselback_Pizza_Chicken_THUMB_A.jpg?resize=300:*&output-format=auto&output-quality=auto
Cauliflower Rice Chicken Bake,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/96ffe39055d147969d2fbd382c56e0c6/BFV30903_LighterDinnerBakes4Ways_FB.jpg?resize=300:*&output-format=auto&output-quality=auto
Slow Cooker Carnitas,no image
Easy & Healthy Fried Rice,no image
Roasted Eggplant Curry,no image
Grilled Salmon With Avocado Salsa,https://img.buzzfeed.com/video-api-prod/assets/2114364541e5454ab1273e0315b44c81/Thumb_C_-_FB.jpg?resize=300:*&output-format=auto&output-quality=auto
Slow Cooker Chicken Tikka Masala,https://img.buzzfeed.com/video-api-prod/assets/38a492379c5d4579b9f2edafa9c4bfda/BFV12033_SlowCookerChickenTikkaMasala-ThumbTextless1080.jpg?resize=300:*&output-format=auto&output-quality=auto
Homemade Big Massive Burger,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/117944.jpg?resize=300:*&output-format=auto&output-quality=auto
